full_dp Group 1
24.000000 9.000000 0.257289
25.000000 9.000000 0.275176
26.000000 9.000000 0.275118
27.000000 9.000000 0.273930
28.000000 9.000000 0.226739
29.000000 9.000000 0.263825
30.000000 9.000000 0.341797
31.000000 9.000000 0.327345
0.000000 10.000000 0.229507
1.000000 10.000000 0.300297
2.000000 10.000000 0.402888
3.000000 10.000000 0.386064
4.000000 10.000000 0.273231
5.000000 10.000000 0.194134
6.000000 10.000000 0.278703
7.000000 10.000000 0.291398
8.000000 10.000000 0.268746
9.000000 10.000000 0.261879
10.000000 10.000000 0.258171
11.000000 10.000000 0.165611
12.000000 10.000000 0.306289
13.000000 10.000000 0.389583
14.000000 10.000000 0.375451
15.000000 10.000000 0.377949
16.000000 10.000000 0.418101
17.000000 10.000000 0.404680
18.000000 10.000000 0.336029
19.000000 10.000000 0.274988
20.000000 10.000000 0.305317
21.000000 10.000000 0.300609
22.000000 10.000000 0.228323
23.000000 10.000000 0.147555
24.000000 10.000000 0.259777
25.000000 10.000000 0.336984
26.000000 10.000000 0.345935
27.000000 10.000000 0.271651
28.000000 10.000000 0.116244
29.000000 10.000000 0.327660
30.000000 10.000000 0.407142
31.000000 10.000000 0.382438
0.000000 11.000000 0.222532
1.000000 11.000000 0.271251
2.000000 11.000000 0.396798
3.000000 11.000000 0.398329
4.000000 11.000000 0.301836
5.000000 11.000000 0.174805
6.000000 11.000000 0.240449
7.000000 11.000000 0.312423
8.000000 11.000000 0.378585
9.000000 11.000000 0.395470
10.000000 11.000000 0.289769
11.000000 11.000000 0.289410
12.000000 11.000000 0.439415
13.000000 11.000000 0.412428
14.000000 11.000000 0.231927
15.000000 11.000000 0.398743
16.000000 11.000000 0.467842
17.000000 11.000000 0.431100
18.000000 11.000000 0.364748
19.000000 11.000000 0.304102
20.000000 11.000000 0.199139
21.000000 11.000000 0.212266
22.000000 11.000000 0.332085
23.000000 11.000000 0.342042
24.000000 11.000000 0.287097
25.000000 11.000000 0.334256
26.000000 11.000000 0.367031
27.000000 11.000000 0.324275
28.000000 11.000000 0.266576
29.000000 11.000000 0.322377
30.000000 11.000000 0.382212
31.000000 11.000000 0.363395
0.000000 12.000000 0.208518
1.000000 12.000000 0.201618
2.000000 12.000000 0.339913
3.000000 12.000000 0.358835
4.000000 12.000000 0.275903
5.000000 12.000000 0.108046
6.000000 12.000000 0.215941
7.000000 12.000000 0.331643
8.000000 12.000000 0.423355
9.000000 12.000000 0.421119
10.000000 12.000000 0.229821
11.000000 12.000000 0.396286
12.000000 12.000000 0.493284
13.000000 12.000000 0.448157
14.000000 12.000000 0.452578
15.000000 12.000000 0.518663
16.000000 12.000000 0.550093
17.000000 12.000000 0.581516
18.000000 12.000000 0.587279
19.000000 12.000000 0.499474
20.000000 12.000000 0.276409
21.000000 12.000000 0.313176
22.000000 12.000000 0.432232
23.000000 12.000000 0.436907
24.000000 12.000000 0.336954
25.000000 12.000000 0.269942
26.000000 12.000000 0.354362
27.000000 12.000000 0.381996
28.000000 12.000000 0.352714
29.000000 12.000000 0.267863
30.000000 12.000000 0.250386
31.000000 12.000000 0.265023
0.000000 13.000000 0.222777
1.000000 13.000000 0.263985
2.000000 13.000000 0.327115
3.000000 13.000000 0.335795
4.000000 13.000000 0.262517
5.000000 13.000000 0.096175
6.000000 13.000000 0.303940
7.000000 13.000000 0.403255
8.000000 13.000000 0.448259
9.000000 13.000000 0.403615
10.000000 13.000000 0.285803
11.000000 13.000000 0.433160
12.000000 13.000000 0.559836
13.000000 13.000000 0.693668
14.000000 13.000000 0.745694
15.000000 13.000000 0.704176
16.000000 13.000000 0.690749
17.000000 13.000000 0.749040
18.000000 13.000000 0.802431
19.000000 13.000000 0.730527
20.000000 13.000000 0.446662
21.000000 13.000000 0.368844
22.000000 13.000000 0.519837
23.000000 13.000000 0.471435
24.000000 13.000000 0.324973
25.000000 13.000000 0.183801
26.000000 13.000000 0.338578
27.000000 13.000000 0.387207
28.000000 13.000000 0.352497
29.000000 13.000000 0.223520
30.000000 13.000000 0.168343
31.000000 13.000000 0.144289
0.000000 14.000000 0.246084
1.000000 14.000000 0.302808
2.000000 14.000000 0.318057
3.000000 14.000000 0.311832
4.000000 14.000000 0.266647
5.000000 14.000000 0.090213
6.000000 14.000000 0.327443
7.000000 14.000000 0.424135
8.000000 14.000000 0.445481
9.000000 14.000000 0.416117
10.000000 14.000000 0.380319
11.000000 14.000000 0.374223
12.000000 14.000000 0.654599
13.000000 14.000000 0.865524
14.000000 14.000000 0.869049
15.000000 14.000000 0.742321
16.000000 14.000000 0.713512
17.000000 14.000000 0.770373
18.000000 14.000000 0.915480
19.000000 14.000000 0.919576
20.000000 14.000000 0.646972
21.000000 14.000000 0.333262
22.000000 14.000000 0.590846
23.000000 14.000000 0.519353
24.000000 14.000000 0.317907
25.000000 14.000000 0.136910
26.000000 14.000000 0.293193
27.000000 14.000000 0.337038
28.000000 14.000000 0.303805
29.000000 14.000000 0.234346
30.000000 14.000000 0.253174
31.000000 14.000000 0.131458
0.000000 15.000000 0.257036
1.000000 15.000000 0.277373
2.000000 15.000000 0.239993
3.000000 15.000000 0.228628
4.000000 15.000000 0.232064
5.000000 15.000000 0.126834
6.000000 15.000000 0.295917
7.000000 15.000000 0.362279
8.000000 15.000000 0.370256
9.000000 15.000000 0.407459
10.000000 15.000000 0.424273
11.000000 15.000000 0.138375
12.000000 15.000000 0.684889
13.000000 15.000000 0.916023
14.000000 15.000000 0.868111
15.000000 15.000000 0.611588
16.000000 15.000000 0.519604
17.000000 15.000000 0.569644
18.000000 15.000000 0.912677
19.000000 15.000000 1.000000
20.000000 15.000000 0.749553
21.000000 15.000000 0.273445
22.000000 15.000000 0.622341
23.000000 15.000000 0.559992
24.000000 15.000000 0.364980
25.000000 15.000000 0.193173
26.000000 15.000000 0.172402
27.000000 15.000000 0.265507
28.000000 15.000000 0.278981
29.000000 15.000000 0.247912
30.000000 15.000000 0.233040
31.000000 15.000000 0.077759
0.000000 16.000000 0.235866
1.000000 16.000000 0.217349
2.000000 16.000000 0.106650
3.000000 16.000000 0.113668
4.000000 16.000000 0.184635
5.000000 16.000000 0.218553
6.000000 16.000000 0.302453
7.000000 16.000000 0.309858
8.000000 16.000000 0.257782
9.000000 16.000000 0.324069
10.000000 16.000000 0.453630
11.000000 16.000000 0.452553
12.000000 16.000000 0.632919
13.000000 16.000000 0.843864
14.000000 16.000000 0.805470
15.000000 16.000000 0.511322
16.000000 16.000000 0.326913
17.000000 16.000000 0.467238
18.000000 16.000000 0.855993
19.000000 16.000000 0.949623
20.000000 16.000000 0.717570
21.000000 16.000000 0.310242
22.000000 16.000000 0.583970
23.000000 16.000000 0.526320
24.000000 16.000000 0.415922
25.000000 16.000000 0.345518
26.000000 16.000000 0.185721
27.000000 16.000000 0.225201
28.000000 16.000000 0.306453
29.000000 16.000000 0.295903
30.000000 16.000000 0.243376
31.000000 16.000000 0.140446
0.000000 17.000000 0.208548
1.000000 17.000000 0.205988
2.000000 17.000000 0.127406
3.000000 17.000000 0.134754
4.000000 17.000000 0.176463
5.000000 17.000000 0.259571
6.000000 17.000000 0.336890
7.000000 17.000000 0.337837
8.000000 17.000000 0.276004
9.000000 17.000000 0.179656
10.000000 17.000000 0.485144
11.000000 17.000000 0.595678
12.000000 17.000000 0.529773
13.000000 17.000000 0.625461
14.000000 17.000000 0.725355
15.000000 17.000000 0.648494
16.000000 17.000000 0.475429
17.000000 17.000000 0.343964
18.000000 17.000000 0.651574
19.000000 17.000000 0.723064
20.000000 17.000000 0.536337
21.000000 17.000000 0.346970
22.000000 17.000000 0.445133
23.000000 17.000000 0.405763
24.000000 17.000000 0.448816
25.000000 17.000000 0.401963
26.000000 17.000000 0.216391
27.000000 17.000000 0.242515
28.000000 17.000000 0.327726
29.000000 17.000000 0.319589
30.000000 17.000000 0.269488
31.000000 17.000000 0.124304
0.000000 18.000000 0.223371
1.000000 18.000000 0.276923
2.000000 18.000000 0.254874
3.000000 18.000000 0.233105
4.000000 18.000000 0.178696
5.000000 18.000000 0.257812
6.000000 18.000000 0.360614
7.000000 18.000000 0.355819
8.000000 18.000000 0.272100
9.000000 18.000000 0.313331
10.000000 18.000000 0.494598
11.000000 18.000000 0.604121
12.000000 18.000000 0.458781
13.000000 18.000000 0.478533
14.000000 18.000000 0.802313
15.000000 18.000000 0.871369
16.000000 18.000000 0.767658
17.000000 18.000000 0.580345
18.000000 18.000000 0.382183
19.000000 18.000000 0.290571
20.000000 18.000000 0.287274
21.000000 18.000000 0.299803
22.000000 18.000000 0.116254
23.000000 18.000000 0.370203
24.000000 18.000000 0.446671
25.000000 18.000000 0.361659
26.000000 18.000000 0.104955
27.000000 18.000000 0.268766
28.000000 18.000000 0.310508
29.000000 18.000000 0.323071
30.000000 18.000000 0.312079
31.000000 18.000000 0.187051
0.000000 19.000000 0.251545
1.000000 19.000000 0.340160
2.000000 19.000000 0.348561
3.000000 19.000000 0.319092
4.000000 19.000000 0.199875
5.000000 19.000000 0.252638
6.000000 19.000000 0.398921
7.000000 19.000000 0.404645
8.000000 19.000000 0.248756
9.000000 19.000000 0.368933
10.000000 19.000000 0.493040
11.000000 19.000000 0.516429
12.000000 19.000000 0.412291
13.000000 19.000000 0.599169
14.000000 19.000000 0.841996
15.000000 19.000000 0.917939
16.000000 19.000000 0.863893
17.000000 19.000000 0.775839
18.000000 19.000000 0.690532
19.000000 19.000000 0.576897
20.000000 19.000000 0.414170
21.000000 19.000000 0.120548
22.000000 19.000000 0.332445
23.000000 19.000000 0.414808
24.000000 19.000000 0.393912
25.000000 19.000000 0.273184
26.000000 19.000000 0.195938
27.000000 19.000000 0.250200
28.000000 19.000000 0.287675
29.000000 19.000000 0.356458
30.000000 19.000000 0.357330
31.000000 19.000000 0.236246
0.000000 20.000000 0.229824
1.000000 20.000000 0.334664
2.000000 20.000000 0.368134
3.000000 20.000000 0.347670
4.000000 20.000000 0.232746
5.000000 20.000000 0.266067
6.000000 20.000000 0.412650
7.000000 20.000000 0.430142
8.000000 20.000000 0.278346
9.000000 20.000000 0.367764
10.000000 20.000000 0.497630
11.000000 20.000000 0.447593
12.000000 20.000000 0.307586
13.000000 20.000000 0.554002
14.000000 20.000000 0.705306
15.000000 20.000000 0.738763
16.000000 20.000000 0.709592
17.000000 20.000000 0.684504
18.000000 20.000000 0.644375
19.000000 20.000000 0.546079
20.000000 20.000000 0.372418
21.000000 20.000000 0.214883
22.000000 20.000000 0.322122
23.000000 20.000000 0.323722
24.000000 20.000000 0.284739
25.000000 20.000000 0.262919
26.000000 20.000000 0.241224
27.000000 20.000000 0.145692
28.000000 20.000000 0.271279
29.000000 20.000000 0.348636
30.000000 20.000000 0.339379
31.000000 20.000000 0.232867
0.000000 21.000000 0.111887
1.000000 21.000000 0.244675
2.000000 21.000000 0.299859
3.000000 21.000000 0.289753
4.000000 21.000000 0.209404
5.000000 21.000000 0.266804
6.000000 21.000000 0.363148
7.000000 21.000000 0.366992
8.000000 21.000000 0.237606
9.000000 21.000000 0.348776
10.000000 21.000000 0.464752
11.000000 21.000000 0.409726
12.000000 21.000000 0.198720
13.000000 21.000000 0.435678
14.000000 21.000000 0.502985
15.000000 21.000000 0.470650
16.000000 21.000000 0.428137
17.000000 21.000000 0.377755
18.000000 21.000000 0.309882
19.000000 21.000000 0.311450
20.000000 21.000000 0.297141
21.000000 21.000000 0.206972
22.000000 21.000000 0.215276
23.000000 21.000000 0.266622
24.000000 21.000000 0.242920
25.000000 21.000000 0.227320
26.000000 21.000000 0.208223
27.000000 21.000000 0.167478
28.000000 21.000000 0.242872
29.000000 21.000000 0.253118
30.000000 21.000000 0.224589
31.000000 21.000000 0.176618
0.000000 22.000000 0.161082
1.000000 22.000000 0.152661
2.000000 22.000000 0.201726
3.000000 22.000000 0.142163
4.000000 22.000000 0.168759
5.000000 22.000000 0.260367
6.000000 22.000000 0.270699
7.000000 22.000000 0.201384
8.000000 22.000000 0.162099
9.000000 22.000000 0.318692
10.000000 22.000000 0.367540
11.000000 22.000000 0.290125
12.000000 22.000000 0.162395
13.000000 22.000000 0.320700
14.000000 22.000000 0.320427
15.000000 22.000000 0.342715
16.000000 22.000000 0.393914
17.000000 22.000000 0.383305
18.000000 22.000000 0.383928
19.000000 22.000000 0.394333
20.000000 22.000000 0.323656
21.000000 22.000000 0.165662
22.000000 22.000000 0.330762
23.000000 22.000000 0.359955
24.000000 22.000000 0.268103
25.000000 22.000000 0.040864
26.000000 22.000000 0.188657
27.000000 22.000000 0.215620
28.000000 22.000000 0.217382
29.000000 22.000000 0.193065
30.000000 22.000000 0.183766
31.000000 22.000000 0.193871
0.000000 23.000000 0.175322
1.000000 23.000000 0.252428
2.000000 23.000000 0.306123
3.000000 23.000000 0.276564
4.000000 23.000000 0.216088
5.000000 23.000000 0.268655
6.000000 23.000000 0.280147
7.000000 23.000000 0.249095
8.000000 23.000000 0.267611
9.000000 23.000000 0.282590
10.000000 23.000000 0.223442
11.000000 23.000000 0.154565
12.000000 23.000000 0.285638
13.000000 23.000000 0.308913
14.000000 23.000000 0.302099
15.000000 23.000000 0.387200
16.000000 23.000000 0.448670
17.000000 23.000000 0.464402
18.000000 23.000000 0.449080
19.000000 23.000000 0.391180
20.000000 23.000000 0.275432
21.000000 23.000000 0.229835
22.000000 23.000000 0.320765
23.000000 23.000000 0.315332
24.000000 23.000000 0.246384
25.000000 23.000000 0.221965
26.000000 23.000000 0.211413
27.000000 23.000000 0.159326
28.000000 23.000000 0.208683
29.000000 23.000000 0.294021
30.000000 23.000000 0.300517
31.000000 23.000000 0.239559
0.000000 24.000000 0.118667
1.000000 24.000000 0.284647
2.000000 24.000000 0.344099
3.000000 24.000000 0.317086
4.000000 24.000000 0.218891
5.000000 24.000000 0.267581
6.000000 24.000000 0.309520
7.000000 24.000000 0.280774
8.000000 24.000000 0.259900
9.000000 24.000000 0.230616
10.000000 24.000000 0.136615
11.000000 24.000000 0.214097
12.000000 24.000000 0.299849
13.000000 24.000000 0.390087
14.000000 24.000000 0.472514
15.000000 24.000000 0.517984
16.000000 24.000000 0.522532
17.000000 24.000000 0.495203
18.000000 24.000000 0.426551
19.000000 24.000000 0.308306
20.000000 24.000000 0.209770
21.000000 24.000000 0.212916
22.000000 24.000000 0.180072
23.000000 24.000000 0.163014
24.000000 24.000000 0.218805
25.000000 24.000000 0.251548
26.000000 24.000000 0.249625
27.000000 24.000000 0.166421
28.000000 24.000000 0.214050
29.000000 24.000000 0.319567
30.000000 24.000000 0.324641
31.000000 24.000000 0.240377
0.000000 25.000000 0.157302
1.000000 25.000000 0.260426
2.000000 25.000000 0.302538
3.000000 25.000000 0.276733
4.000000 25.000000 0.166629
5.000000 25.000000 0.217122
6.000000 25.000000 0.264417
7.000000 25.000000 0.221926
8.000000 25.000000 0.168421
9.000000 25.000000 0.179914
10.000000 25.000000 0.197085
11.000000 25.000000 0.159818
12.000000 25.000000 0.246838
13.000000 25.000000 0.389233
14.000000 25.000000 0.461523
15.000000 25.000000 0.468846
16.000000 25.000000 0.447882
17.000000 25.000000 0.419839
18.000000 25.000000 0.351256
19.000000 25.000000 0.227194
20.000000 25.000000 0.200411
21.000000 25.000000 0.230506
22.000000 25.000000 0.219382
23.000000 25.000000 0.187125
24.000000 25.000000 0.150962
25.000000 25.000000 0.243467
26.000000 25.000000 0.280848
27.000000 25.000000 0.219611
28.000000 25.000000 0.180838
29.000000 25.000000 0.288558
30.000000 25.000000 0.297209
31.000000 25.000000 0.221559
0.000000 26.000000 0.179637
1.000000 26.000000 0.194055
2.000000 26.000000 0.203599
3.000000 26.000000 0.178402
4.000000 26.000000 0.095304
5.000000 26.000000 0.109771
6.000000 26.000000 0.161878
7.000000 26.000000 0.182952
8.000000 26.000000 0.153669
9.000000 26.000000 0.198760
10.000000 26.000000 0.233365
11.000000 26.000000 0.152375
12.000000 26.000000 0.233905
13.000000 26.000000 0.347602
14.000000 26.000000 0.360349
15.000000 26.000000 0.294316
16.000000 26.000000 0.263250
17.000000 26.000000 0.276281
18.000000 26.000000 0.220994
19.000000 26.000000 0.117638
20.000000 26.000000 0.189426
21.000000 26.000000 0.238756
22.000000 26.000000 0.261632
23.000000 26.000000 0.224895
24.000000 26.000000 0.063507
25.000000 26.000000 0.231856
26.000000 26.000000 0.270410
27.000000 26.000000 0.219797
28.000000 26.000000 0.109805
29.000000 26.000000 0.218794
30.000000 26.000000 0.234893
31.000000 26.000000 0.192761
0.000000 27.000000 0.182766
1.000000 27.000000 0.123911
2.000000 27.000000 0.095111
3.000000 27.000000 0.112880
4.000000 27.000000 0.098273
5.000000 27.000000 0.087039
6.000000 27.000000 0.185441
7.000000 27.000000 0.202041
8.000000 27.000000 0.114413
9.000000 27.000000 0.210876
10.000000 27.000000 0.238699
11.000000 27.000000 0.143721
12.000000 27.000000 0.205037
13.000000 27.000000 0.279090
14.000000 27.000000 0.235794
15.000000 27.000000 0.099996
16.000000 27.000000 0.245279
17.000000 27.000000 0.249969
18.000000 27.000000 0.187372
19.000000 27.000000 0.120642
20.000000 27.000000 0.104872
21.000000 27.000000 0.196740
22.000000 27.000000 0.248202
23.000000 27.000000 0.228244
24.000000 27.000000 0.119155
25.000000 27.000000 0.209884
26.000000 27.000000 0.235439
27.000000 27.000000 0.188035
28.000000 27.000000 0.095899
29.000000 27.000000 0.124967
30.000000 27.000000 0.140957
31.000000 27.000000 0.168993
0.000000 28.000000 0.191706
1.000000 28.000000 0.115081
2.000000 28.000000 0.153788
3.000000 28.000000 0.194605
4.000000 28.000000 0.165916
5.000000 28.000000 0.158425
6.000000 28.000000 0.219289
7.000000 28.000000 0.202037
8.000000 28.000000 0.151701
9.000000 28.000000 0.213854
10.000000 28.000000 0.205970
11.000000 28.000000 0.138570
12.000000 28.000000 0.152668
13.000000 28.000000 0.178913
14.000000 28.000000 0.178646
15.000000 28.000000 0.231257
16.000000 28.000000 0.275456
17.000000 28.000000 0.283533
18.000000 28.000000 0.268286
19.000000 28.000000 0.213405
20.000000 28.000000 0.103616
21.000000 28.000000 0.181571
22.000000 28.000000 0.240891
23.000000 28.000000 0.231607
24.000000 28.000000 0.113641
25.000000 28.000000 0.190802
26.000000 28.000000 0.229307
27.000000 28.000000 0.190906
28.000000 28.000000 0.118574
29.000000 28.000000 0.070188
30.000000 28.000000 0.149041
31.000000 28.000000 0.196302
0.000000 29.000000 0.187774
1.000000 29.000000 0.128100
